id,slug,title,category,years,year_start,year_end,location,lat,lon,abstract,thumb,image,markdown,year,related_items
switzerland_on_the_brink_of_collapse,switzerland_on_the_brink_of_collapse,Switzerland on the Brink of Collapse,story,1975–1985,,,Switzerland,,, "The quartz revolution nearly destroyed Switzerland’s mechanical industry, eliminating two-thirds of jobs. Survival depended on innovation, mergers, and rebranding mechanical watches as luxury.",,,content/stories/switzerland-on-the-brink-of-collapse.en.md,
the_beginnings_of_the_grande_complication,the_beginnings_of_the_grande_complication,The Beginnings of the Grande Complication,story,1890–1910,,,Switzerland,,, "Swiss watchmakers mastered combining multiple complications, from calendars to repeaters. These 'grande complications' demonstrated unmatched technical artistry.",,,content/stories/the-beginnings-of-the-grande-complication.en.md,
the_piguet_family_among_the_first_settlers,the_piguet_family_among_the_first_settlers,The Piguet Family – Among the First Settlers,story,1700-1800,,,"Vallée de Joux, Switzerland",,, "Families like the Piguets settled the remote Vallée de Joux and pioneered watchmaking there. Their skills laid the foundation for a regional tradition of excellence.",,,content/stories/the-piguet-family-among-the-first-settlers.en.md,,the_audemars_family_facing_adversity;the_first_watchmakers_of_the_vallee_de_joux
the_audemars_family_facing_adversity,the_audemars_family_facing_adversity,The Audemars Family Facing Adversity,story,1800–1900.,,,"Vallée de Joux, Switzerland",,, "The Audemars family built resilience through hardships like harsh winters and economic crises. Their persistence made them central figures in the valley’s watchmaking story.",,,content/stories/the-audemars-family-facing-adversity.en.md,,the_piguet_family_among_the_first_settlers;the_first_watchmakers_of_the_vallee_de_joux
the_first_watchmakers_of_the_vallee_de_joux,the_first_watchmakers_of_the_vallee_de_joux,The First Watchmakers of the Vallée de Joux,story,1800-1900,,,"Vallée de Joux, Switzerland",,, "The isolated Vallée de Joux fostered watchmakers who crafted high-quality movements in winter months. Their work supplied Geneva and seeded a lasting tradition of excellence.",,,content/stories/the-first-watchmakers-of-the-vallee-de-joux.en.md,,the_piguet_family_among_the_first_settlers;the_audemars_family_facing_adversity
the_royal_oak,the_royal_oak,The Royal Oak,story,1972,,,"Le Brassus / Geneva, Switzerland",,, "Audemars Piguet’s Royal Oak, designed by Gérald Genta in 1972, redefined luxury with its bold steel sports watch. It became a cultural icon and a lifeline for Swiss high horology.",,,content/stories/the_royal_oak.en.md,1972

greek-gnomon,greek-gnomon,Greek Gnomon,device,,,-200.0,"Athens, Greece",37.984,23.727,"A vertical rod used to read the sun’s altitude and mark time, seasons, and geographic latitude. The gnomon helped Greek astronomers quantify the heavens with geometry.",images/devices/Gnomon_egypte_antique.jpg,images/devices/Gnomon_egypte_antique.jpg,,-600.0
babylonian-water-clock-clepsydra,babylonian-water-clock-clepsydra,Babylonian Water Clock (Clepsydra),device,,,-500.0,"Babylon (near Baghdad), Iraq",33.315,44.366,"A regulated flow of water measured equal intervals independent of sunlight. Clepsydrae timed rituals, legal proceedings, and astronomical work in ancient Mesopotamia.",images/devices/Sablier_premier.recense.jpg,images/devices/Sablier_premier.recense.jpg,,-1400.0
su-song-astronomical-clock-tower,su-song-astronomical-clock-tower,Su Song’s Astronomical Clock Tower,device,1092–1094 CE,1092.0,1094.0,"Kaifeng, China",34.797,114.307,"The Chinese scholar Su Song designed a monumental astronomical clock 12 meters high, powered by a waterwheel and composed of about 400 parts. A true cosmic machine, it did more than indicate the time: it represented the movements of the stars, the Earth, and the heavens in a coherent system.",images/devices/Horloge_eau_astronomique_su-song.jpg,images/devices/Horloge_eau_astronomique_su-song.jpg,content/devices/su-song-astronomical-clock-tower.en.md,1092.0,su-song
atomic-clock,atomic-clock,Atomic Clock,device,,,2025.0,"Washington, D.C., USA",38.907,-77.037,"Using vibrations of atoms, these clocks became the ultimate rulers of precision, accurate to billionths of a second. They underpin GPS, global communications, and scientific research. The atomic clock redefined humanity’s mastery of time at a cosmic scale.",images/devices/Horloge_atomique_1949_USA.jpg,images/devices/Horloge_atomique_1949_USA.jpg,content/devices/atomic-clock.en.md,1955.0
egyptian_calendar,egyptian_calendar,Egyptian Calendar,device,-1500,,-1500.0,Ancient Egypt (Thebes),25.687,32.639,"The ancient Egyptian civil calendar, described notably by the Greek historian Herodotus, comprised 365 days divided into 12 months of 30 days, to which 5 additional days called epagomenal days were added each year. From the New Kingdom (around 1550–1070 BC), the months were no longer designated by numbers, but by names linked to religious festivals celebrated mainly in Thebes.",images/devices/calendrier_egyptien.jpg,images/devices/calendrier_egyptien.jpg,content/devices/egyptian_calendar.en.md,-3000.0
planets_and_the_days_of_the_week,planets_and_the_days_of_the_week,Planets and the Days of the Week,device,1000 BCE,-1000.0,-1.0,Babylon (Mesopotamia),32.536,44.42,"As early as the 6th century BC, the Pythagorean school in Greece established a model of the cosmos in which the spherical Earth occupied the motionless center of the universe. Around it revolved the sphere of fixed stars and seven moving bodies: the Sun, the Moon, and five planets visible to the naked eye, nicknamed the ‘seven wanderers.’ All traced perfect circles parallel to the celestial equator.",images/devices/Planetes_jours_semaines_Grece_antique.jpeg,images/devices/Planetes_jours_semaines_Grece_antique.jpeg,content/devices/planets_and_the_days_of_the_week.en.md,-1000.0
early_solar_indicators_gnomons,early_solar_indicators_gnomons,Early Solar Indicators — Gnomons,device,c. 2000–500 BCE,-2000.0,-500.0,Ancient Egypt,25.687,32.639,"Around 3000 BC, the Egyptians were already using the first solar indicators, consisting of a simple vertical rod called a gnomon planted in the ground. The shadow cast by the sun indicated the time by its length and its position on the ground. From this period onward, the Egyptians could measure time with precision by dividing the day between dawn and dusk into 12 equal periods, thus adapting the measurements to seasonal variations",images/devices/Cadran_solaire_portable_Europe_Japon2.jpg,images/devices/Cadran_solaire_portable_Europe_Japon2.jpg,content/devices/early-solar-indicators-gnomons.en.md,-2000.0
babylonian-gnomons,babylonian-gnomons,Babylonian Gnomons,device,c. 1800–500 BCE,-1800.0,-500.0,Babylon (Mesopotamia),32.536,44.42,"Between 3000 and 2000 BC, the Sumerians of Mesopotamia, and later the Babylonians, developed a system of hours in which day and night were each divided into twelve hours. Each hour was itself divided into 60 sexagesimal units, a numerical base still used today to measure time. The length of the hours varied according to the season and latitude, since time was measured by observing the sun, particularly with the use of sundials.",images/devices/Gnomos_babyloniens.jpg,images/devices/Gnomos_babyloniens.jpg,content/devices/babylonian-gnomons.en.md,-1800.0
chinese-gnomons,chinese-gnomons,Chinese Gnomons,device,c. 1000–200 BCE,-1000.0,-200.0,"Chang'an (Xi’an), China",34.341,108.939,"The earliest Chinese astronomical gnomons probably date back to the second millennium BC, although tradition attributes the origin of the Chinese calendar to the Yellow Emperor in 2637 BC. It was under the Xia dynasty (22nd century BC?) that the legendary astronomers Xi and He were mentioned, observing the length of the shadow cast by a gnomon during the summer solstice. Gnomons between 1.6 and 2 meters high were used to carry out precise measurements as early as 1100 BC",images/devices/Gnomon_Chine_ancienne.jpg,images/devices/Gnomon_Chine_ancienne.jpg,content/devices/chinese-gnomons.en.md,-1000.0
roman-sundials,roman-sundials,Roman Sundials,device,c. 200 BCE – 300 CE,-200.0,300.0,"Rome, Italy",41.903,12.495,"Carved in stone or cast in bronze, sundials spread across the Roman Empire, bringing standardized hours to public squares and private gardens. Romans carried portable versions as luxury items, while monumental dials reinforced imperial control over time. They turned solar time into a shared civic experience.",images/devices/Cadran_solaire_romain.jpg,images/devices/Cadran_solaire_romain.jpg,content/devices/roman-sundials.en.md,-200.0
augustus-s-horologium-obelisk-sundial,augustus-s-horologium-obelisk-sundial,Augustus’s Horologium (Obelisk Sundial),device,c. 10 BCE,-10.0,-10.0,"Rome, Italy",41.903,12.495,"This monumental sundial, anchored by an Egyptian obelisk in Rome, projected the emperor’s power across the city. At noon on the equinox, its shadow aligned with Augustus’ mausoleum, binding personal legacy to celestial order. It was both a scientific marvel and a political statement in stone.",images/devices/Horologium_Auguste.jpg,images/devices/Horologium_Auguste.jpg,content/devices/augustus-s-horologium-obelisk-sundial.en.md,-10.0
water-clock-clepsydra,water-clock-clepsydra,Water Clock (Clepsydra),device,c. 1600–300 BCE,-1600.0,-300.0,"Alexandria, Egypt",31.2,29.918,"Using the steady flow of water, these clocks divided the day into measurable hours long before mechanical gears existed. Found in Egypt, Mesopotamia, and later Greece, they served in temples, courts, and observatories. The water clock was the first truly universal device for tracking continuous time.",images/devices/Horloge_eau_Clepsydre_Karnak.jpg,images/devices/Horloge_eau_Clepsydre_Karnak.jpg,content/devices/water-clock-clepsydra.en.md,-1600.0
greek-clepsydras,greek-clepsydras,Greek Clepsydras,device,c. 500–200 BCE,-500.0,-200.0,"Athens, Greece",37.9838,23.7275,"These water clocks became central to public life in ancient Athens, where they timed speeches in court and rituals in civic ceremonies. Their name, meaning “water thief,” captured the poetic image of time slipping away drop by drop. By regulating social life, clepsydras brought discipline and fairness to democratic practice.",images/devices/Horloge_eau_Clepsydre_grecque_Agora_Athen.jpg,images/devices/Horloge_eau_Clepsydre_grecque_Agora_Athen.jpg,content/devices/greek-clepsydras.en.md,-500.0
ctesibius-s-clocks,ctesibius-s-clocks,Ctesibius’s Clocks,device,c. 270–200 BCE,-270.0,-200.0,"Alexandria, Egypt",31.2,29.918,"The Alexandrian engineer Ctesibius transformed the humble clepsydra into an intricate machine with gears, floats, and moving dials. His innovations made water clocks not only practical but spectacular, decorated with artistry and often designed as public attractions. These devices represent the first true step toward mechanized timekeeping.",images/devices/Horloge_eau_Ctesibius.jpg,images/devices/Horloge_eau_Ctesibius.jpg,content/devices/ctesibius-s-clocks.en.md,-270.0
archimedes-clock-attributed,archimedes-clock-attributed,“Archimedes’ Clock” (attributed),device,3rd century BCE,-300.0,-200.0,"Syracuse, Sicily",37.075,15.286,"Though partly legendary, this device is credited to Archimedes as an early fusion of mathematics and spectacle. Said to combine flowing water with geared mechanisms, it likely displayed celestial movements while entertaining audiences. Whether myth or reality, the “Archimedes” clock symbolizes the imagination and genius of Greek engineering.",images/devices/Horloge_eau_Archimede.jpg,images/devices/Horloge_eau_Archimede.jpg,content/devices/archimedes-clock-attributed.en.md,-300.0
andronikos-s-clock-tower-of-the-winds,andronikos-s-clock-tower-of-the-winds,Andronikos’s Clock (Tower of the Winds),device,c. 50–10 BCE,-50.0,-10.0,"Athens, Greece",37.975,23.725,"Built in Athens in the 1st century BCE, the Tower of the Winds housed sundials, a water clock, and even a weather vane. Each of its eight faces represented a wind deity, uniting time with direction and natural forces. It was one of the first truly multifunctional public time towers, blending art, mythology, and science.",images/devices/Tour_des_vents_Andronikos.jpg,images/devices/Tour_des_vents_Andronikos.jpg,content/devices/andronikos-s-clock-tower-of-the-winds.en.md,-50.0
antikythera-mechanism,antikythera-mechanism,Antikythera Mechanism,device,c. 150–50 BCE,-150.0,-50.0,"Antikythera, Greece",35.861,23.302,"Discovered in a shipwreck off Greece, this bronze device stunned modern historians with its complexity. Using a system of precise gears, it predicted planetary motions, eclipses, and even Olympic cycles. Built over 2,000 years ago, it remains one of the most advanced scientific instruments of the ancient world.",images/devices/Anticythere.jpg,images/devices/Anticythere.jpg,content/devices/antikythera-mechanism.en.md,-150.0
gaza-public-clock,gaza-public-clock,Gaza Public Clock,device,6th century CE,500.0,599.0,"Gaza, Byzantine Empire",31.506,34.454,"This monumental Islamic water clock, built in Palestine around the 13th century, combined precise hydraulic engineering with visual spectacle. Figures and automata marked the passing of hours in ways that awed observers. More than a timekeeper, it was a civic display of technological mastery and cultural prestige.",images/devices/Horloge_monumentale_Gaza.jpg,images/devices/Horloge_monumentale_Gaza.jpg,content/devices/gaza-public-clock.en.md,500.0
charlemagne-s-water-clock,charlemagne-s-water-clock,Charlemagne’s Water Clock,device,c. 800 CE,790.0,810.0,"Aachen, Frankish Empire",50.775,6.083,"Given to the emperor in the 9th century, this clock symbolized the fusion of mechanical craft with imperial authority. It marked time in ways that reinforced Charlemagne’s role as ruler of both earth and heavens. The gift exemplified how clocks could serve as instruments of diplomacy and power.",images/devices/Horloge_automate_Charlemagne.jpg,images/devices/Horloge_automate_Charlemagne.jpg,content/devices/charlemagne-s-water-clock.en.md,790.0
candle-clocks,candle-clocks,Candle Clocks,device,520–1700 CE,520.0,1700.0,Medieval Europe,51.507,-0.128,"Simple but ingenious, these clocks measured time by burning wax at a steady pace. Marks on the candle’s shaft indicated passing hours, turning firelight into a time scale. They were widely used for nighttime or indoor timing before mechanical alternatives spread.",images/devices/Horloge_bougie_simple.jpg,images/devices/Horloge_bougie_simple.jpg,content/devices/candle-clocks.en.md,520.0
chinese-fire-clock,chinese-fire-clock,Chinese Fire Clock,device,c. 500–600 CE,500.0,600.0,"Xi’an, China",34.341,108.939,"Using slow-burning powders or sticks, fire clocks measured time through controlled combustion. Ash and scent revealed the hours, while their steady glow symbolized endurance. They were both functional and ceremonial, embodying the fusion of time, ritual, and sensory experience.",images/devices/Horloge_feu_chinoise.jpg,images/devices/Horloge_feu_chinoise.jpg,content/devices/chinese-fire-clock.en.md,500.0
japanese-incense-clock-joban-jokoban,japanese-incense-clock-joban-jokoban,Japanese Incense Clock (Jōban/Jokoban),device,700–1200 CE,700.0,1200.0,"Nara, Japan",34.685,135.805,"Delicate and ritualistic, these clocks measured time through the slow burning of intricate incense trails. Different scents marked different hours, filling spaces with both fragrance and structure. They embodied a uniquely Japanese way of fusing aesthetics, spirituality, and precision in daily life.",images/devices/Horloge_encens_japonaise.jpg,images/devices/Horloge_encens_japonaise.jpg,content/devices/japanese-incense-clock-joban-jokoban.en.md,700.0,man-nen-jimeisho-clock-of-temporal-hours
al-jazari-astronomical-clock,al-jazari-astronomical-clock,Al‑Jazari’s Astronomical Clock,device,c. 1190–1210 CE,1190.0,1210.0,"Diyarbakır, Türkiye",37.914,40.23,"Built in the 13th century, Al-Jazari’s clock featured a richly decorated facade where zodiac signs, moons, and mechanical figures animated the heavens. Driven by water and weights, it was both scientific instrument and spectacular showpiece. It reflects the inventive spirit of the Islamic Golden Age, where art and mechanics intertwined.",images/devices/Horloge_astronomique_al-jazari.jpg,images/devices/Horloge_astronomique_al-jazari.jpg,content/devices/al-jazari-astronomical-clock.en.md,1190.0,al_jazari
ridwan-astronomical-clock,ridwan-astronomical-clock,Ridwan’s Astronomical Clock,device,c. 1200–1210 CE,1200.0,1210.0,"Damascus, Syria",33.5138,36.2765,"Constructed in 14th-century Damascus, Ridwan’s clock loomed above a mosque entrance, with doors that opened to reveal figures as time passed. Combining religious symbolism with technical sophistication, it structured communal worship and daily life. This monumental device underscored the cultural prestige of public timekeeping.",images/devices/Horloge_astronomique_Ridwan.jpg,images/devices/Horloge_astronomique_Ridwan.jpg,content/devices/ridwan-astronomical-clock.en.md,1200.0
mechanical-foliot-clock,mechanical-foliot-clock,Mechanical Foliot Clock,device,c. 1300–1450 CE,1300.0,1450.0,Europe,48.8566,2.3522,"Emerging in medieval Europe, these weight-driven clocks used a foliot bar to regulate time. Though imprecise by modern standards, they marked the birth of true mechanical timekeeping. Their invention transformed monasteries, cities, and daily rhythms forever.",images/devices/Horloge_mecanique_foliot_1350.jpg,images/devices/Horloge_mecanique_foliot_1350.jpg,content/devices/mechanical-foliot-clock.en.md,1300.0
the-clocks-of-fes-dar-al-magana,the-clocks-of-fes-dar-al-magana,The Clocks of Fes (Dar al‑Magana),device,c. 1357–1400 CE,1357.0,1400.0,"Fes, Morocco",34.0331,-5.0003,"A striking example within this tradition, the Fez clock combined architectural beauty with precise engineering. Visible to all, it organized prayer times, market life, and civic rhythms. Its presence reflected the importance of shared time in Islamic urban culture.",images/devices/Horloge_publique_Fes_1357_Maroc.jpg,images/devices/Horloge_publique_Fes_1357_Maroc.jpg,content/devices/the-clocks-of-fes-dar-al-magana.en.md,1357.0
giovanni-dondi-astrarium,giovanni-dondi-astrarium,Giovanni Dondi’s Astrarium,device,1364–1380 CE,1364.0,1380.0,"Padua, Italy",45.406,11.876,"Built in 14th-century Italy, Dondi’s astrarium was a masterpiece of geared astronomy. It modeled planetary motions with extraordinary accuracy, housed in a beautifully crafted case. The device symbolized the Renaissance union of science, craftsmanship, and intellectual ambition.",images/devices/Astrarium_Giovanni_Dondi_1365_Italie.jpg,images/devices/Astrarium_Giovanni_Dondi_1365_Italie.jpg,content/devices/giovanni-dondi-astrarium.en.md,1364.0,giovanni_de_dondi
jost-burgi-rotating-sphere,jost-burgi-rotating-sphere,Jost Bürgi’s Rotating Sphere,device,c. 1600–1620 CE,1600.0,1620.0,"Prague, Bohemia",50.0755,14.4378,Bürgi’s ingenious sphere simulated celestial rotation with unprecedented precision in the 16th century. It was designed to aid astronomical study while dazzling audiences with its craftsmanship. This device bridged the world of scientific instruments and decorative art.,images/devices/Sphere_tournante_jost_burgi_1580_Allemagne.jpg,images/devices/Sphere_tournante_jost_burgi_1580_Allemagne.jpg,content/devices/jost-burgi-rotating-sphere.en.md,1600.0
portable-sundials,portable-sundials,Portable Sundials,device,c. 1500–1800 CE,1500.0,1800.0,Europe,48.8566,2.3522,"Small enough to carry, these personal sundials brought timekeeping into the hands of individuals. Travelers, merchants, and scholars used them to stay aligned with the sun’s rhythm wherever they went. They mark the transition from monumental public devices to intimate, everyday instruments of time.",images/devices/Cadran_solaire_portable_Europe_Japon.jpg,images/devices/Cadran_solaire_portable_Europe_Japon.jpg,content/devices/portable-sundials.en.md,1500.0
galileo-s-clock-pendulum-insight,galileo-s-clock-pendulum-insight,Galileo’s ‘Clock’ (Pendulum Insight),device,1602–1642 CE,1602.0,1642.0,"Pisa/Florence, Italy",43.716,10.401,"Galileo’s studies of pendulum motion laid the groundwork for a new era of precision timekeeping. Though he never built a functioning clock himself, his designs inspired others to harness the pendulum’s steady swing. This concept revolutionized accuracy and reshaped science, navigation, and daily life.",images/devices/Horloge_Galilee_1641_Italie.jpg,images/devices/Horloge_Galilee_1641_Italie.jpg,content/devices/galileo-s-clock-pendulum-insight.en.md,1602.0
huygens-s-clocks-pendulum-spring,huygens-s-clocks-pendulum-spring,Huygens’s Clocks (Pendulum & Spring),device,1656–1695 CE,1656.0,1695.0,The Hague/Paris,52.0705,4.3007,"Christiaan Huygens realized Galileo’s vision, constructing the first working pendulum clocks in the 17th century. His inventions improved accuracy tenfold, making precise navigation and astronomical observation possible. Huygens’ work stands as a turning point in humanity’s control over time.",images/devices/Horloge_Huygens_1673_Pays-Bas.jpg,images/devices/Horloge_Huygens_1673_Pays-Bas.jpg,content/devices/huygens-s-clocks-pendulum-spring.en.md,1656.0,christiaan_huygens
cylinder-escapement,cylinder-escapement,Cylinder Escapement,device,c. 1695–1750 CE,1695.0,1750.0,"London, England",51.5074,-0.1278,"This mechanism refined watchmaking by reducing friction and increasing portability. It allowed slimmer, more elegant watches to be made while maintaining reliability. The cylinder escapement reflects the merging of fashion, precision, and innovation.",images/devices/Echappement_cylindre_1695_Angleterre.jpg,images/devices/Echappement_cylindre_1695_Angleterre.jpg,content/devices/cylinder-escapement.en.md,1720.0
lever-escapement,lever-escapement,Lever Escapement,device,c. 1750–1800 CE,1750.0,1800.0,"London, England",51.6074,-0.1278,"Revolutionizing watches in the 18th century, the lever escapement offered durability and accuracy on a mass scale. It became the standard for portable timepieces, powering millions of watches worldwide. This breakthrough democratized precise timekeeping beyond elites.",images/devices/Echappement_lever_1750_Angleterre.jpg,images/devices/Echappement_lever_1750_Angleterre.jpg,content/devices/lever-escapement.en.md,1754.0
john-harrison-s-h-4-chronometer,john-harrison-s-h-4-chronometer,John Harrison’s H‑4 Chronometer,device,1762–1765 CE,1762.0,1765.0,"Greenwich, London",51.4826,0.0077,"Built in the 18th century, Harrison’s H-4 solved the centuries-old problem of determining longitude at sea. With remarkable accuracy, it saved countless lives and transformed navigation. The H-4 represents one of the greatest triumphs of human ingenuity over nature’s challenges.",images/devices/Chronometre_H4_johnharrison_1762_Angleterre.jpg,images/devices/Chronometre_H4_johnharrison_1762_Angleterre.jpg,content/devices/john-harrison-s-h-4-chronometer.en.md,1759.0,john_harrison
swiss-lever-escapement,swiss-lever-escapement,Swiss Lever Escapement,device,late 18th–19th c.,1785.0,1860.0,"La Chaux-de-Fonds, Switzerland",47.099,6.825,"Invented in the 19th century, this mechanism combined precision with resilience, securing Switzerland’s dominance in watchmaking. Its efficiency and reliability made it the heart of modern wristwatches. The Swiss escapement is still celebrated as a pinnacle of horological engineering.",images/devices/Echappement_suisse_1850_Suisse.jpg,images/devices/Echappement_suisse_1850_Suisse.jpg,content/devices/swiss-lever-escapement.en.md,1785.0,josiah_emery
josiah_emery,josiah_emery,Josiah Emery,person,1725–1797,,,"Vaud, Switzerland",46.57,6.67,"Josiah Emery, born in the Canton of Vaud (Switzerland), settled in London where he became a precision clockmaker specializing in the refinement of the lever escapement recently invented by Thomas Mudge.",images/people/josiah_emery_thumb.jpg,images/people/josiah_emery.jpg,content/people/josiah-emery.en.md,,swiss-lever-escapement
man-nen-jimeisho-clock-of-temporal-hours,man-nen-jimeisho-clock-of-temporal-hours,Man‑nen Jimeisho — Clock of Temporal Hours,device,Edo period,1600.0,1868.0,"Edo (Tokyo), Japan",35.6762,139.6503,"A Japanese masterpiece, this clock adapted to seasonal changes by dividing daylight into variable hours. It reflects a worldview where time flowed with nature rather than rigid uniformity. The Man-Nen Jimeisho embodies cultural ingenuity, blending mechanics with harmony.",images/devices/Horloge_heures_variables_1851_Japon.jpg,images/devices/Horloge_heures_variables_1851_Japon.jpg,content/devices/man-nen-jimeisho-clock-of-temporal-hours.en.md,1600.0,japanese-incense-clock-joban-jokoban
japanese-incense-clock-joban-jokoban,japanese-incense-clock-joban-jokoban,Japanese Incense Clock (Jōban/Jokoban),device,700–1200,700.0,1200.0,"Nara, Japan",34.685,135.805,"Delicate and ritualistic, these clocks measured time through the slow burning of intricate incense trails. Different scents marked different hours, filling spaces with both fragrance and structure. They embodied a uniquely Japanese way of fusing aesthetics, spirituality, and precision in daily life.",images/devices/Horloge_encens_japonaise.jpg,images/devices/Horloge_encens_japonaise.jpg,content/devices/japanese-incense-clock-joban-jokoban.en.md,700.0,man-nen-jimeisho-clock-of-temporal-hours
louis_benjamin_audemars,louis_benjamin_audemars,Louis Benjamin Audemars,person,1782–1833,,,"La Brassus, Switzerland",46.611,6.321,"A Swiss clockmaker born and active in Le Brassus, in the Vallée de Joux, Louis-Benjamin Audemars came from a lineage of artisans. Trained by a master now unknown — perhaps his uncle Daniel Piguet, or Philippe-Samuel Meylan, his future friend and indirect associate — he founded his own company, Louis Audemars, in 1811, starting from Meylan’s workshop.",images/people/louis_benjamin_audemars_thumb.jpg,,content/people/louis-benjamin-audemars.en.md,1782,the_piguet_family_among_the_first_settlers;the_audemars_family_facing_adversity;the_first_watchmakers_of_the_vallee_de_joux
